,estimator,min_score,mean_score,max_score,std_score,C,algorithm,alpha,criterion,gamma,hidden_layer_sizes,kernel,learning_rate,max_depth,n_estimators,n_neighbors,solver,splitter,weights
2439,gradient_boost,0.6836734693877551,0.7397959183673469,0.7653061224489796,0.02922004298627828,,,,,,,,0.14,,49,,,,
2570,gradient_boost,0.7040816326530612,0.7418367346938777,0.7653061224489796,0.0203058660634004,,,,,,,,0.19000000000000003,,31,,,,
2415,gradient_boost,0.6887755102040817,0.7357142857142858,0.7653061224489796,0.025284717741558892,,,,,,,,0.13,,57,,,,
2683,mlp,0.35714285714285715,0.6091836734693878,0.7653061224489796,0.13952379293989559,,,4e-05,,,"(6,)",,,,,,lbfgs,,
2569,gradient_boost,0.6989795918367347,0.7397959183673469,0.7653061224489796,0.02281702017856925,,,,,,,,0.19000000000000003,,29,,,,
2568,gradient_boost,0.6989795918367347,0.7408163265306122,0.7653061224489796,0.022679704868257995,,,,,,,,0.19000000000000003,,27,,,,
2537,gradient_boost,0.6887755102040817,0.7336734693877551,0.7653061224489796,0.025284717741558892,,,,,,,,0.18000000000000002,,21,,,,
2539,gradient_boost,0.7040816326530612,0.7387755102040816,0.7653061224489796,0.019733754699809904,,,,,,,,0.18000000000000002,,25,,,,
2410,gradient_boost,0.6887755102040817,0.7387755102040816,0.7653061224489796,0.027266100440586485,,,,,,,,0.13,,47,,,,
2409,gradient_boost,0.6785714285714286,0.7387755102040817,0.7653061224489796,0.030849421342512173,,,,,,,,0.13,,45,,,,
2571,gradient_boost,0.7040816326530612,0.742857142857143,0.7653061224489796,0.021549706206064154,,,,,,,,0.19000000000000003,,33,,,,
2531,gradient_boost,0.6887755102040817,0.7234693877551022,0.7653061224489796,0.028753066946133388,,,,,,,,0.18000000000000002,,9,,,,
2449,gradient_boost,0.6938775510204082,0.7357142857142857,0.7653061224489796,0.027456375606272874,,,,,,,,0.15000000000000002,,13,,,,
2489,gradient_boost,0.7091836734693877,0.7459183673469387,0.7653061224489796,0.021257823118367006,,,,,,,,0.16000000000000003,,37,,,,
2495,gradient_boost,0.6938775510204082,0.7387755102040816,0.7653061224489796,0.025284717741558906,,,,,,,,0.16000000000000003,,49,,,,
2595,mlp,0.5969387755102041,0.6989795918367347,0.7653061224489796,0.06164819374282941,,,5e-06,,,"(16,)",,,,,,lbfgs,,
2602,mlp,0.5459183673469388,0.710204081632653,0.7653061224489796,0.08323678983482903,,,1e-05,,,"(9,)",,,,,,lbfgs,,
2614,mlp,0.5408163265306123,0.6571428571428573,0.7653061224489796,0.0793953618935792,,,1.5000000000000002e-05,,,"(7,)",,,,,,lbfgs,,
2496,gradient_boost,0.6989795918367347,0.7387755102040817,0.7653061224489796,0.02267970486825799,,,,,,,,0.16000000000000003,,51,,,,
2625,mlp,0.7295918367346939,0.742857142857143,0.7653061224489796,0.012329638748565878,,,1.5000000000000002e-05,,,"(18,)",,,,,,lbfgs,,
2487,gradient_boost,0.6938775510204082,0.7397959183673469,0.7653061224489796,0.024994793293705884,,,,,,,,0.16000000000000003,,33,,,,
2641,mlp,0.4030612244897959,0.5785714285714286,0.7653061224489796,0.13745621392109814,,,2.5e-05,,,"(6,)",,,,,,lbfgs,,
2485,gradient_boost,0.7040816326530612,0.7428571428571429,0.7653061224489796,0.021789955616390407,,,,,,,,0.16000000000000003,,29,,,,
2497,gradient_boost,0.6938775510204082,0.7387755102040817,0.7653061224489796,0.026294079034132892,,,,,,,,0.16000000000000003,,53,,,,
2471,gradient_boost,0.6989795918367347,0.7418367346938776,0.7653061224489796,0.02340274477791776,,,,,,,,0.15000000000000002,,57,,,,
2467,gradient_boost,0.6938775510204082,0.7408163265306122,0.7653061224489796,0.02486950532031415,,,,,,,,0.15000000000000002,,49,,,,
2466,gradient_boost,0.6836734693877551,0.7418367346938776,0.7653061224489796,0.030544141932848493,,,,,,,,0.15000000000000002,,47,,,,
2636,mlp,0.6989795918367347,0.7295918367346939,0.7653061224489796,0.028680549637867717,,,2e-05,,,"(15,)",,,,,,lbfgs,,
2408,gradient_boost,0.6938775510204082,0.7418367346938775,0.7653061224489796,0.02491133799129326,,,,,,,,0.13,,43,,,,
2493,gradient_boost,0.6887755102040817,0.7418367346938777,0.7653061224489796,0.028056585887484706,,,,,,,,0.16000000000000003,,45,,,,
2151,gradient_boost,0.6530612244897959,0.7193877551020409,0.7653061224489796,0.03938828380738527,,,,,,,,0.04,,33,,,,
2207,gradient_boost,0.6785714285714286,0.7346938775510204,0.7653061224489796,0.03210639331133114,,,,,,,,0.060000000000000005,,33,,,,
2206,gradient_boost,0.673469387755102,0.7306122448979593,0.7653061224489796,0.035259494986063254,,,,,,,,0.060000000000000005,,31,,,,
2814,mlp,0.6377551020408163,0.6928571428571428,0.7653061224489796,0.05962188227751648,,,5e-06,,,"(12, 15)",,,,,,lbfgs,,
2310,gradient_boost,0.6479591836734694,0.7244897959183674,0.7653061224489796,0.04305106757087548,,,,,,,,0.1,,15,,,,
2199,gradient_boost,0.6428571428571429,0.7173469387755101,0.7653061224489796,0.04300266837899075,,,,,,,,0.060000000000000005,,17,,,,
2198,gradient_boost,0.6530612244897959,0.7183673469387755,0.7653061224489796,0.03996562454605335,,,,,,,,0.060000000000000005,,15,,,,
2314,gradient_boost,0.6836734693877551,0.7336734693877551,0.7653061224489796,0.028204642777724998,,,,,,,,0.1,,23,,,,
2281,gradient_boost,0.6530612244897959,0.7214285714285713,0.7653061224489796,0.04025118963942045,,,,,,,,0.09000000000000001,,13,,,,
2337,gradient_boost,0.6581632653061225,0.7255102040816327,0.7653061224489796,0.039572896795235325,,,,,,,,0.11000000000000001,,13,,,,
2540,gradient_boost,0.6836734693877551,0.7377551020408164,0.7653061224489796,0.02824153572060826,,,,,,,,0.18000000000000002,,27,,,,
2818,mlp,0.6836734693877551,0.7163265306122449,0.7653061224489796,0.031051273581026387,,,5e-06,,,"(12, 19)",,,,,,lbfgs,,
2554,gradient_boost,0.673469387755102,0.7387755102040817,0.7653061224489796,0.033904587195583986,,,,,,,,0.18000000000000002,,55,,,,
2178,gradient_boost,0.6683673469387755,0.726530612244898,0.7653061224489796,0.038533076711222865,,,,,,,,0.05,,31,,,,
2821,mlp,0.3877551020408163,0.6244897959183673,0.7653061224489796,0.13408178796623813,,,5e-06,,,"(13, 10)",,,,,,lbfgs,,
2231,gradient_boost,0.6785714285714286,0.7295918367346939,0.7653061224489796,0.03607687659115037,,,,,,,,0.07,,25,,,,
2230,gradient_boost,0.6683673469387755,0.7255102040816327,0.7653061224489796,0.03613455348903217,,,,,,,,0.07,,23,,,,
2363,gradient_boost,0.6683673469387755,0.7153061224489796,0.7653061224489796,0.03642156795423416,,,,,,,,0.12000000000000002,,9,,,,
2368,gradient_boost,0.7040816326530612,0.7397959183673469,0.7653061224489796,0.023712142935963756,,,,,,,,0.12000000000000002,,19,,,,
2173,gradient_boost,0.6632653061224489,0.7214285714285713,0.7653061224489796,0.03729727935203484,,,,,,,,0.05,,21,,,,
2172,gradient_boost,0.6581632653061225,0.7183673469387756,0.7653061224489796,0.03917623228663768,,,,,,,,0.05,,19,,,,
2562,gradient_boost,0.6887755102040817,0.7367346938775511,0.7653061224489796,0.028607848507910552,,,,,,,,0.19000000000000003,,15,,,,
2541,gradient_boost,0.7040816326530612,0.7418367346938776,0.7653061224489796,0.020812324545276657,,,,,,,,0.18000000000000002,,29,,,,
2550,gradient_boost,0.673469387755102,0.7387755102040816,0.7653061224489796,0.0334407543023958,,,,,,,,0.18000000000000002,,47,,,,
2564,gradient_boost,0.6887755102040817,0.7438775510204081,0.7653061224489796,0.028019449423971363,,,,,,,,0.19000000000000003,,19,,,,
2707,mlp,0.6632653061224489,0.7214285714285713,0.7653061224489796,0.03920280145367049,,,4.5e-05,,,"(16,)",,,,,,lbfgs,,
2228,gradient_boost,0.6632653061224489,0.7224489795918367,0.7653061224489796,0.0365926960755941,,,,,,,,0.07,,19,,,,
2402,gradient_boost,0.6938775510204082,0.7387755102040817,0.7653061224489796,0.025284717741558906,,,,,,,,0.13,,31,,,,
2549,gradient_boost,0.6938775510204082,0.7418367346938775,0.7602040816326531,0.02427628010891902,,,,,,,,0.18000000000000002,,45,,,,
2543,gradient_boost,0.6683673469387755,0.7387755102040817,0.7602040816326531,0.03540683994468871,,,,,,,,0.18000000000000002,,33,,,,
4016,mlp,0.5663265306122449,0.7081632653061224,0.7602040816326531,0.07247053430434572,,,4e-05,,,"(14, 17)",,,,,,lbfgs,,
3362,mlp,0.14285714285714285,0.5908163265306123,0.7602040816326531,0.226139577926347,,,2e-05,,,"(16, 11)",,,,,,lbfgs,,
3993,mlp,0.6836734693877551,0.7204081632653061,0.7602040816326531,0.02688150994350917,,,4e-05,,,"(12, 18)",,,,,,lbfgs,,
2530,gradient_boost,0.6683673469387755,0.7193877551020409,0.7602040816326531,0.03490332933976953,,,,,,,,0.18000000000000002,,7,,,,
3360,mlp,0.5408163265306123,0.6683673469387755,0.7602040816326531,0.07737628004134235,,,2e-05,,,"(16, 9)",,,,,,lbfgs,,
4172,mlp,0.35714285714285715,0.6306122448979592,0.7602040816326531,0.14342452923113552,,,4.5e-05,,,"(13, 17)",,,,,,lbfgs,,
4014,mlp,0.3826530612244898,0.65,0.7602040816326531,0.13692493619049276,,,4e-05,,,"(14, 15)",,,,,,lbfgs,,
2533,gradient_boost,0.6836734693877551,0.7306122448979592,0.7602040816326531,0.029993751952447096,,,,,,,,0.18000000000000002,,13,,,,
2534,gradient_boost,0.6836734693877551,0.7285714285714285,0.7602040816326531,0.029112944117728794,,,,,,,,0.18000000000000002,,15,,,,
3400,mlp,0.41836734693877553,0.5887755102040816,0.7602040816326531,0.11082591006028951,,,2.5e-05,,,"(5, 13)",,,,,,lbfgs,,
2536,gradient_boost,0.6989795918367347,0.7336734693877551,0.7602040816326531,0.023134253160723733,,,,,,,,0.18000000000000002,,19,,,,
3488,mlp,0.5816326530612245,0.6775510204081633,0.7602040816326531,0.06185054065588466,,,2.5e-05,,,"(12, 17)",,,,,,lbfgs,,
2838,mlp,0.6173469387755102,0.7122448979591837,0.7602040816326531,0.04973901064062834,,,5e-06,,,"(14, 15)",,,,,,lbfgs,,
2446,gradient_boost,0.6581632653061225,0.7163265306122449,0.7602040816326531,0.03812559529034572,,,,,,,,0.15000000000000002,,7,,,,
3494,mlp,0.5816326530612245,0.6653061224489796,0.7602040816326531,0.0588484524705968,,,2.5e-05,,,"(13, 11)",,,,,,lbfgs,,
2362,gradient_boost,0.6530612244897959,0.7081632653061224,0.7602040816326531,0.03944111855119939,,,,,,,,0.12000000000000002,,7,,,,
3657,mlp,0.6326530612244898,0.7244897959183674,0.7602040816326531,0.04753393754633515,,,3e-05,,,"(12, 18)",,,,,,lbfgs,,
2405,gradient_boost,0.6938775510204082,0.7408163265306122,0.7602040816326531,0.02401755570599963,,,,,,,,0.13,,37,,,,
3881,mlp,0.6785714285714286,0.7051020408163265,0.7602040816326531,0.029993751952447068,,,3.5000000000000004e-05,,,"(17, 14)",,,,,,lbfgs,,
2390,gradient_boost,0.6632653061224489,0.7142857142857142,0.7602040816326531,0.04043186276767135,,,,,,,,0.13,,7,,,,
2171,gradient_boost,0.6581632653061225,0.7214285714285713,0.7602040816326531,0.03906977493689112,,,,,,,,0.05,,17,,,,
3712,mlp,0.6530612244897959,0.713265306122449,0.7602040816326531,0.04112130955022427,,,3e-05,,,"(17, 13)",,,,,,lbfgs,,
3745,mlp,0.42346938775510207,0.6204081632653061,0.7602040816326531,0.11730700296489727,,,3.5000000000000004e-05,,,"(6, 10)",,,,,,lbfgs,,
3984,mlp,0.5714285714285714,0.6979591836734695,0.7602040816326531,0.0667100372599231,,,4e-05,,,"(12, 9)",,,,,,lbfgs,,
2180,gradient_boost,0.6632653061224489,0.7224489795918367,0.7602040816326531,0.0365926960755941,,,,,,,,0.05,,35,,,,
2335,gradient_boost,0.6428571428571429,0.7112244897959183,0.7602040816326531,0.04189890850540368,,,,,,,,0.11000000000000001,,9,,,,
3859,mlp,0.6428571428571429,0.7020408163265306,0.7602040816326531,0.038533076711222865,,,3.5000000000000004e-05,,,"(15, 16)",,,,,,lbfgs,,
2254,gradient_boost,0.6530612244897959,0.7234693877551022,0.7602040816326531,0.04035453047609224,,,,,,,,0.08000000000000002,,15,,,,
3856,mlp,0.6428571428571429,0.7234693877551021,0.7602040816326531,0.0423684479429116,,,3.5000000000000004e-05,,,"(15, 13)",,,,,,lbfgs,,
3848,mlp,0.6581632653061225,0.7122448979591837,0.7602040816326531,0.03701705540248378,,,3.5000000000000004e-05,,,"(14, 17)",,,,,,lbfgs,,
2144,gradient_boost,0.6530612244897959,0.7153061224489796,0.7602040816326531,0.039176232286637705,,,,,,,,0.04,,19,,,,
3648,mlp,0.14285714285714285,0.5530612244897959,0.7602040816326531,0.21369208347279062,,,3e-05,,,"(12, 9)",,,,,,lbfgs,,
2414,gradient_boost,0.6887755102040817,0.736734693877551,0.7602040816326531,0.026135200969113655,,,,,,,,0.13,,55,,,,
3638,mlp,0.6173469387755102,0.6806122448979591,0.7602040816326531,0.049212879803214274,,,3e-05,,,"(11, 11)",,,,,,lbfgs,,
3630,mlp,0.6071428571428571,0.6908163265306122,0.7602040816326531,0.05229031826660801,,,3e-05,,,"(10, 15)",,,,,,lbfgs,,
2420,gradient_boost,0.6632653061224489,0.7275510204081633,0.7602040816326531,0.036307034438075925,,,,,,,,0.14,,11,,,,
3952,mlp,0.6275510204081632,0.7091836734693877,0.7602040816326531,0.04797003785119658,,,4e-05,,,"(9, 13)",,,,,,lbfgs,,
3593,mlp,0.14285714285714285,0.596938775510204,0.7602040816326531,0.2289219251478789,,,3e-05,,,"(7, 14)",,,,,,lbfgs,,
2120,gradient_boost,0.6683673469387755,0.7244897959183675,0.7602040816326531,0.03664956121646524,,,,,,,,0.03,,27,,,,
3549,mlp,0.6887755102040817,0.7244897959183673,0.7602040816326531,0.028315177399003286,,,2.5e-05,,,"(17, 18)",,,,,,lbfgs,,
2552,gradient_boost,0.673469387755102,0.736734693877551,0.7602040816326531,0.03236479903500758,,,,,,,,0.18000000000000002,,51,,,,
3545,mlp,0.6530612244897959,0.7153061224489796,0.7602040816326531,0.03613455348903221,,,2.5e-05,,,"(17, 14)",,,,,,lbfgs,,
3542,mlp,0.6275510204081632,0.7030612244897958,0.7602040816326531,0.04982267598258655,,,2.5e-05,,,"(17, 11)",,,,,,lbfgs,,
3531,mlp,0.5867346938775511,0.7091836734693878,0.7602040816326531,0.0623201285085815,,,2.5e-05,,,"(16, 12)",,,,,,lbfgs,,
2474,gradient_boost,0.6632653061224489,0.7153061224489796,0.7602040816326531,0.039704237670089244,,,,,,,,0.16000000000000003,,7,,,,
2475,gradient_boost,0.6683673469387755,0.7275510204081632,0.7602040816326531,0.034240738235841874,,,,,,,,0.16000000000000003,,9,,,,
3498,mlp,0.6122448979591837,0.7081632653061225,0.7602040816326531,0.05187046949852584,,,2.5e-05,,,"(13, 15)",,,,,,lbfgs,,
3338,mlp,0.6020408163265306,0.6806122448979591,0.7602040816326531,0.050466379668890775,,,2e-05,,,"(14, 11)",,,,,,lbfgs,,
3368,mlp,0.6887755102040817,0.7285714285714285,0.7602040816326531,0.024233351198036563,,,2e-05,,,"(16, 17)",,,,,,lbfgs,,
3334,mlp,0.6530612244897959,0.7112244897959183,0.7602040816326531,0.03514117419943382,,,2e-05,,,"(13, 19)",,,,,,lbfgs,,
2620,mlp,0.14285714285714285,0.5316326530612245,0.7602040816326531,0.22756245967403022,,,1.5000000000000002e-05,,,"(13,)",,,,,,lbfgs,,
3015,mlp,0.5969387755102041,0.7,0.7602040816326531,0.0670991111133616,,,1e-05,,,"(15, 12)",,,,,,lbfgs,,
3018,mlp,0.6581632653061225,0.7204081632653061,0.7602040816326531,0.034210315539265734,,,1e-05,,,"(15, 15)",,,,,,lbfgs,,
3025,mlp,0.6683673469387755,0.71734693877551,0.7602040816326531,0.03543623541670476,,,1e-05,,,"(16, 10)",,,,,,lbfgs,,
3029,mlp,0.6836734693877551,0.7306122448979592,0.7602040816326531,0.026095330311315158,,,1e-05,,,"(16, 14)",,,,,,lbfgs,,
2687,mlp,0.5663265306122449,0.6459183673469387,0.7602040816326531,0.07888223710239872,,,4e-05,,,"(10,)",,,,,,lbfgs,,
4026,mlp,0.5,0.6908163265306122,0.7602040816326531,0.09629755704003287,,,4e-05,,,"(15, 15)",,,,,,lbfgs,,
3045,mlp,0.7040816326530612,0.7306122448979593,0.7602040816326531,0.023134253160723744,,,1e-05,,,"(17, 18)",,,,,,lbfgs,,
3114,mlp,0.5714285714285714,0.6938775510204082,0.7602040816326531,0.06783987811671292,,,1.5000000000000002e-05,,,"(9, 15)",,,,,,lbfgs,,
4120,mlp,0.5408163265306123,0.673469387755102,0.7602040816326531,0.07280024074178353,,,4.5e-05,,,"(9, 13)",,,,,,lbfgs,,
2676,mlp,0.6989795918367347,0.7377551020408163,0.7602040816326531,0.023402744777917768,,,3.5000000000000004e-05,,,"(13,)",,,,,,lbfgs,,
2653,mlp,0.6377551020408163,0.7193877551020408,0.7602040816326531,0.04412601696008094,,,2.5e-05,,,"(18,)",,,,,,lbfgs,,
3143,mlp,0.6224489795918368,0.6683673469387755,0.7602040816326531,0.048830555567368976,,,1.5000000000000002e-05,,,"(12, 8)",,,,,,lbfgs,,
4115,mlp,0.41836734693877553,0.6387755102040816,0.7602040816326531,0.1155992301336686,,,4.5e-05,,,"(9, 8)",,,,,,lbfgs,,
2631,mlp,0.40816326530612246,0.5877551020408164,0.7602040816326531,0.11936594951746742,,,2e-05,,,"(10,)",,,,,,lbfgs,,
4111,mlp,0.5306122448979592,0.6806122448979591,0.7602040816326531,0.09455170537641124,,,4.5e-05,,,"(8, 16)",,,,,,lbfgs,,
3011,mlp,0.4387755102040816,0.6102040816326532,0.7602040816326531,0.10816326530612246,,,1e-05,,,"(15, 8)",,,,,,lbfgs,,
2702,mlp,0.6632653061224489,0.7142857142857143,0.7602040816326531,0.03353403413296937,,,4.5e-05,,,"(11,)",,,,,,lbfgs,,
2996,mlp,0.5102040816326531,0.6877551020408164,0.7602040816326531,0.09191606550929426,,,1e-05,,,"(13, 17)",,,,,,lbfgs,,
2922,mlp,0.6020408163265306,0.686734693877551,0.7602040816326531,0.05804678634011384,,,1e-05,,,"(7, 15)",,,,,,lbfgs,,
2841,mlp,0.6938775510204082,0.7306122448979592,0.7602040816326531,0.026491336705606477,,,5e-06,,,"(14, 18)",,,,,,lbfgs,,
2846,mlp,0.6428571428571429,0.7051020408163265,0.7602040816326531,0.048229805298352926,,,5e-06,,,"(15, 11)",,,,,,lbfgs,,
2860,mlp,0.6479591836734694,0.713265306122449,0.7602040816326531,0.03850604543696572,,,5e-06,,,"(16, 13)",,,,,,lbfgs,,
2863,mlp,0.6479591836734694,0.7071428571428572,0.7602040816326531,0.04312356450839887,,,5e-06,,,"(16, 16)",,,,,,lbfgs,,
2876,mlp,0.5918367346938775,0.6979591836734694,0.7602040816326531,0.05694206705430084,,,5e-06,,,"(17, 17)",,,,,,lbfgs,,
2802,mlp,0.5612244897959183,0.6724489795918367,0.7602040816326531,0.07290029020200717,,,5e-06,,,"(11, 15)",,,,,,lbfgs,,
2926,mlp,0.5663265306122449,0.673469387755102,0.7602040816326531,0.0796964252643536,,,1e-05,,,"(7, 19)",,,,,,lbfgs,,
2705,mlp,0.5357142857142857,0.6653061224489796,0.7602040816326531,0.09282910543301355,,,4.5e-05,,,"(14,)",,,,,,lbfgs,,
2933,mlp,0.5459183673469388,0.6571428571428571,0.7602040816326531,0.07065175254332147,,,1e-05,,,"(8, 14)",,,,,,lbfgs,,
2781,mlp,0.14285714285714285,0.5714285714285714,0.7602040816326531,0.22691179548915394,,,5e-06,,,"(9, 18)",,,,,,lbfgs,,
2746,mlp,0.14285714285714285,0.5530612244897959,0.7602040816326531,0.21337513039805392,,,5e-06,,,"(6, 19)",,,,,,lbfgs,,
2974,mlp,0.5714285714285714,0.6520408163265305,0.7602040816326531,0.07094589100313754,,,1e-05,,,"(11, 19)",,,,,,lbfgs,,
2739,mlp,0.14285714285714285,0.5357142857142857,0.7602040816326531,0.20729611300578044,,,5e-06,,,"(6, 12)",,,,,,lbfgs,,
2725,mlp,0.5204081632653061,0.6275510204081634,0.7602040816326531,0.07930350705194061,,,5e-06,,,"(5, 10)",,,,,,lbfgs,,
3165,mlp,0.6275510204081632,0.7214285714285714,0.7602040816326531,0.04835916575948077,,,1.5000000000000002e-05,,,"(13, 18)",,,,,,lbfgs,,
2936,mlp,0.5459183673469388,0.676530612244898,0.7602040816326531,0.07432887286316048,,,1e-05,,,"(8, 17)",,,,,,lbfgs,,
3188,mlp,0.6938775510204082,0.7234693877551021,0.7602040816326531,0.023134253160723744,,,1.5000000000000002e-05,,,"(15, 17)",,,,,,lbfgs,,
4044,mlp,0.6377551020408163,0.6959183673469387,0.7602040816326531,0.04152446928444042,,,4e-05,,,"(17, 9)",,,,,,lbfgs,,
3287,mlp,0.4336734693877551,0.6193877551020408,0.7602040816326531,0.1150213206609131,,,2e-05,,,"(10, 8)",,,,,,lbfgs,,
2573,gradient_boost,0.6938775510204082,0.7387755102040816,0.7602040816326531,0.024447241940226416,,,,,,,,0.19000000000000003,,37,,,,
3214,mlp,0.7244897959183674,0.7408163265306122,0.7602040816326531,0.014927284528905894,,,1.5000000000000002e-05,,,"(17, 19)",,,,,,lbfgs,,
4142,mlp,0.6887755102040817,0.7275510204081633,0.7602040816326531,0.025325864583654805,,,4.5e-05,,,"(11, 11)",,,,,,lbfgs,,
2553,gradient_boost,0.6887755102040817,0.7418367346938776,0.7602040816326531,0.026920216241373286,,,,,,,,0.18000000000000002,,53,,,,
2588,mlp,0.5561224489795918,0.6887755102040816,0.7602040816326531,0.07817951554848145,,,5e-06,,,"(9,)",,,,,,lbfgs,,
2572,gradient_boost,0.6938775510204082,0.7397959183673468,0.7602040816326531,0.024574682813861815,,,,,,,,0.19000000000000003,,35,,,,
4163,mlp,0.6275510204081632,0.7030612244897959,0.7602040816326531,0.050135177536890806,,,4.5e-05,,,"(13, 8)",,,,,,lbfgs,,
3269,mlp,0.14285714285714285,0.5714285714285714,0.7602040816326531,0.22369990905851156,,,2e-05,,,"(8, 14)",,,,,,lbfgs,,
152,naive_bayes,0.6683673469387755,0.7295918367346939,0.7602040816326531,0.033688926569835055,,,,,,,,,,,,,,
3189,mlp,0.6632653061224489,0.7153061224489796,0.7602040816326531,0.03642156795423419,,,1.5000000000000002e-05,,,"(15, 18)",,,,,,lbfgs,,
2559,gradient_boost,0.6683673469387755,0.7234693877551021,0.7602040816326531,0.03496294224288123,,,,,,,,0.19000000000000003,,9,,,,
2946,mlp,0.5561224489795918,0.6663265306122448,0.7551020408163265,0.08103094569833394,,,1e-05,,,"(9, 15)",,,,,,lbfgs,,
3706,mlp,0.5612244897959183,0.6908163265306122,0.7551020408163265,0.06765544675204399,,,3e-05,,,"(16, 19)",,,,,,lbfgs,,
3718,mlp,0.6938775510204082,0.7255102040816327,0.7551020408163265,0.0197337546998099,,,3e-05,,,"(17, 19)",,,,,,lbfgs,,
2782,mlp,0.5816326530612245,0.6785714285714286,0.7551020408163265,0.07193696625312068,,,5e-06,,,"(9, 19)",,,,,,lbfgs,,
2948,mlp,0.6938775510204082,0.7244897959183674,0.7551020408163265,0.025814511511578608,,,1e-05,,,"(9, 17)",,,,,,lbfgs,,
2778,mlp,0.5255102040816326,0.6632653061224489,0.7551020408163265,0.07690385176088478,,,5e-06,,,"(9, 15)",,,,,,lbfgs,,
3697,mlp,0.42346938775510207,0.6683673469387755,0.7551020408163265,0.12443123413484866,,,3e-05,,,"(16, 10)",,,,,,lbfgs,,
2774,mlp,0.5357142857142857,0.65,0.7551020408163265,0.07234110969292286,,,5e-06,,,"(9, 11)",,,,,,lbfgs,,
4166,mlp,0.6173469387755102,0.6714285714285714,0.7551020408163265,0.04581621289927274,,,4.5e-05,,,"(13, 11)",,,,,,lbfgs,,
3695,mlp,0.6581632653061225,0.7020408163265305,0.7551020408163265,0.0381255952903457,,,3e-05,,,"(16, 8)",,,,,,lbfgs,,
2170,gradient_boost,0.6530612244897959,0.7163265306122448,0.7551020408163265,0.0365926960755941,,,,,,,,0.05,,15,,,,
2986,mlp,0.6530612244897959,0.7112244897959183,0.7551020408163265,0.03880235375883988,,,1e-05,,,"(12, 19)",,,,,,lbfgs,,
3282,mlp,0.5663265306122449,0.6744897959183673,0.7551020408163265,0.0722546978248999,,,2e-05,,,"(9, 15)",,,,,,lbfgs,,
4050,mlp,0.6326530612244898,0.7102040816326531,0.7551020408163265,0.04162464909055333,,,4e-05,,,"(17, 15)",,,,,,lbfgs,,
3885,mlp,0.6989795918367347,0.7295918367346939,0.7551020408163265,0.02115963403400785,,,3.5000000000000004e-05,,,"(17, 18)",,,,,,lbfgs,,
3748,mlp,0.6071428571428571,0.6683673469387754,0.7551020408163265,0.04946612099404417,,,3.5000000000000004e-05,,,"(6, 13)",,,,,,lbfgs,,
2788,mlp,0.5204081632653061,0.6826530612244899,0.7551020408163265,0.08329931278350426,,,5e-06,,,"(10, 13)",,,,,,lbfgs,,
3755,mlp,0.41836734693877553,0.6653061224489797,0.7551020408163265,0.12853092980563616,,,3.5000000000000004e-05,,,"(7, 8)",,,,,,lbfgs,,
2935,mlp,0.6071428571428571,0.713265306122449,0.7551020408163265,0.05432176185390272,,,1e-05,,,"(8, 16)",,,,,,lbfgs,,
3341,mlp,0.6938775510204082,0.7153061224489796,0.7551020408163265,0.025077970872335716,,,2e-05,,,"(14, 14)",,,,,,lbfgs,,
3849,mlp,0.6938775510204082,0.7336734693877551,0.7551020408163265,0.02244897959183672,,,3.5000000000000004e-05,,,"(14, 18)",,,,,,lbfgs,,
2859,mlp,0.6071428571428571,0.6979591836734693,0.7551020408163265,0.052568354581188824,,,5e-06,,,"(16, 12)",,,,,,lbfgs,,
2861,mlp,0.6989795918367347,0.7255102040816326,0.7551020408163265,0.022679704868258006,,,5e-06,,,"(16, 14)",,,,,,lbfgs,,
2252,gradient_boost,0.6581632653061225,0.7153061224489796,0.7551020408163265,0.03375068450722698,,,,,,,,0.08000000000000002,,11,,,,
4218,mlp,0.5306122448979592,0.6928571428571428,0.7551020408163265,0.08248281786922944,,,4.5e-05,,,"(17, 15)",,,,,,lbfgs,,
4217,mlp,0.673469387755102,0.7122448979591837,0.7551020408163265,0.028607848507910573,,,4.5e-05,,,"(17, 14)",,,,,,lbfgs,,
2255,gradient_boost,0.6530612244897959,0.7214285714285713,0.7551020408163265,0.037713711454237415,,,,,,,,0.08000000000000002,,17,,,,
3826,mlp,0.5612244897959183,0.6683673469387754,0.7551020408163265,0.07084308146003993,,,3.5000000000000004e-05,,,"(12, 19)",,,,,,lbfgs,,
2872,mlp,0.673469387755102,0.7183673469387755,0.7551020408163265,0.02649133670560646,,,5e-06,,,"(17, 13)",,,,,,lbfgs,,
2873,mlp,0.6224489795918368,0.6816326530612244,0.7551020408163265,0.04835916575948073,,,5e-06,,,"(17, 14)",,,,,,lbfgs,,
2874,mlp,0.6428571428571429,0.7020408163265305,0.7551020408163265,0.03687614489712783,,,5e-06,,,"(17, 15)",,,,,,lbfgs,,
3314,mlp,0.5408163265306123,0.6795918367346939,0.7551020408163265,0.07645574569358851,,,2e-05,,,"(12, 11)",,,,,,lbfgs,,
4156,mlp,0.6530612244897959,0.7204081632653062,0.7551020408163265,0.039441118551199354,,,4.5e-05,,,"(12, 13)",,,,,,lbfgs,,
2558,gradient_boost,0.6581632653061225,0.7193877551020409,0.7551020408163265,0.038855985233999524,,,,,,,,0.19000000000000003,,7,,,,
4012,mlp,0.6275510204081632,0.7030612244897959,0.7551020408163265,0.046470602190757965,,,4e-05,,,"(14, 13)",,,,,,lbfgs,,
